Record_ID,Supplier_ID,Supplier_Name,Supplier_Country,Supplier_Region,Warehouse_Location,Product_Category,Product_Type,SKU,Product_Value_USD,Lead_Time_Days,Order_Quantity,Stock_Level,Reorder_Point,Safety_Stock,Inventory_Turnover,On_Time_Delivery_Rate,Quality_Rating,Defect_Rate_Percent,Supplier_Responsiveness_Score,Supplier_Capacity_Utilization,Financial_Stability_Score,Transportation_Mode,Carrier_Name,Shipping_Time_Days,Customs_Clearance_Time_Days,Transportation_Cost_USD,Geopolitical_Risk_Score,Weather_Risk_Score,Demand_Volatility,Supply_Volatility,Port_Congestion_Level,Supplier_Dependency_Score,Alternative_Suppliers_Available,Single_Source_Risk,Historical_Disruptions_Count,Average_Delay_Days,Contract_Compliance_Rate,Communication_Response_Time_Hours,Total_Annual_Spend_USD,Payment_Terms_Days,Price_Volatility_Percent,Production_Dependency_Level,Customer_Impact_Score,Revenue_At_Risk_USD,Disruption_Risk,Date,Disruption_Probability
SC00519,SUP007,Velocity Suppliers,Vietnam,Europe,Chicago,Electronics,Raw Material,SKU7430,493701.68,59,3255,460,1893,1311,10.74,72.7,89.53,1.44,98.2,88.8,68.7,Air Freight,Maersk,20,0,29954.79,8.2,3.6,1.7,7.2,9.9,7.7,2,No,11,6.6,87.8,71.6,413551.22,30,14.88,Low,3.2,809784.03,1,2025-03-16,52.78
SC00520,SUP025,Acme Corp,Taiwan,Europe,Phoenix,Textiles,Assembly,SKU4658,79456.36,52,8421,2325,467,957,4.03,83.14,85.62,2.25,68.4,81.1,50.8,Air Freight,XPO Logistics,36,7,4964.69,5.9,7.9,1.4,3.4,4.1,9.5,3,Yes,12,4.6,75.68,59.2,1455391.13,90,17.25,High,7.8,243495.26,1,2024-10-16,40.49
SC00521,SUP003,Tech Components Ltd,USA,North America,Los Angeles,Food & Beverage,Assembly,SKU5767,299094.7,22,3914,3754,1258,329,3.27,89.85,97.85,3.66,91.6,80.3,69.1,Multimodal,XPO Logistics,17,4,30497.74,2.5,5.1,6.3,7.9,0.1,1.0,1,Yes,2,17.8,80.84,40.5,1252838.08,30,9.82,Low,1.8,883175.97,0,2024-09-26,31.23
SC00522,SUP031,Euro Distributors,Vietnam,Asia-Pacific,Dallas,Pharmaceuticals,Semi-Finished,SKU3193,193540.97,11,3316,2468,978,218,4.86,68.35,77.24,3.8,91.0,92.5,82.3,Sea Freight,Kuehne+Nagel,11,8,4936.77,2.0,1.3,3.0,3.4,1.7,1.6,1,No,5,1.1,95.86,35.4,1280319.09,60,21.99,Medium,7.8,561048.74,0,2025-09-19,25.73
SC00523,SUP015,Asia Sourcing,Japan,North America,Houston,Pharmaceuticals,Assembly,SKU8613,485107.63,14,8319,1724,1799,1279,7.32,76.12,73.53,6.26,68.7,77.1,41.8,Road Transport,XPO Logistics,30,9,47982.15,3.4,7.4,0.2,8.2,6.5,9.6,3,Yes,12,3.5,82.73,60.3,1924596.47,45,24.5,Low,6.6,609174.88,1,2024-09-27,44.87
SC00524,SUP013,Quantum Materials,Mexico,North America,Dallas,Consumer Goods,Finished Good,SKU9210,421848.87,11,2213,1376,693,883,7.11,98.9,87.96,6.0,84.8,90.2,40.6,Road Transport,FedEx,35,4,35925.3,4.8,4.0,8.9,1.3,6.1,0.4,1,Yes,14,11.0,97.47,67.5,4099643.43,90,12.34,High,6.8,875058.96,1,2025-06-13,32.27
SC00525,SUP030,Euro Distributors,India,Asia-Pacific,Seattle,Raw Materials,Component,SKU9362,419972.71,37,9544,2743,1785,564,10.21,74.18,71.96,3.65,61.9,75.4,44.5,Rail,DHL,41,4,39513.91,3.0,2.6,2.3,1.7,7.9,9.8,0,Yes,11,9.6,84.94,71.2,4568650.52,45,9.77,Critical,4.8,817582.69,1,2024-11-16,31.91
SC00526,SUP023,Express Logistics,Mexico,North America,New York,Food & Beverage,Assembly,SKU2483,237003.11,27,4456,514,1692,203,6.05,75.96,76.03,6.77,79.3,53.1,72.1,Multimodal,Maersk,38,1,35353.17,5.1,3.8,9.3,3.4,2.5,0.0,3,Yes,3,0.9,81.97,29.2,1050964.68,90,11.8,Low,6.7,601562.07,1,2025-03-22,36.58
SC00527,SUP020,Tech Components Ltd,Germany,North America,Boston,Raw Materials,Semi-Finished,SKU7500,210335.65,25,5643,702,1990,797,6.84,94.28,72.86,0.91,60.6,69.2,91.3,Air Freight,COSCO,22,2,29691.59,1.7,5.0,7.2,4.1,7.6,8.7,0,Yes,2,0.1,92.51,71.4,2737602.19,90,21.32,Medium,0.8,753187.7,1,2024-06-17,18.5
SC00528,SUP015,Velocity Suppliers,USA,Asia-Pacific,Dallas,Automotive Parts,Finished Good,SKU6961,140336.5,23,4655,1653,860,274,2.13,66.76,67.42,2.04,96.8,72.2,40.3,Rail,Maersk,43,9,22770.68,9.8,3.4,7.6,3.5,6.9,3.1,4,No,11,19.8,72.2,12.1,3202649.91,30,16.14,High,8.5,433319.49,1,2024-11-19,45.11
SC00529,SUP015,Pacific Traders,Taiwan,Asia-Pacific,Chicago,Raw Materials,Finished Good,SKU9227,32905.87,52,7162,2066,1548,844,6.1,81.26,93.96,6.62,99.0,57.1,96.2,Rail,DHL,27,8,42989.48,1.1,2.4,2.0,7.6,3.2,9.4,3,Yes,2,13.2,72.68,19.0,2633046.0,90,1.12,Critical,0.6,547377.75,1,2025-05-18,38.62
SC00530,SUP002,Quantum Materials,USA,Latin America,Seattle,Electronics,Finished Good,SKU1173,433037.58,23,3474,22,1527,1257,8.48,78.29,73.91,3.02,68.9,55.1,46.4,Road Transport,UPS,37,6,47863.37,9.3,4.0,2.3,1.0,5.5,3.2,3,No,13,7.3,89.56,7.3,2198678.15,60,13.55,Low,1.5,62070.14,1,2024-06-03,40.69
SC00531,SUP043,Euro Distributors,Taiwan,Europe,Houston,Electronics,Finished Good,SKU4913,407386.0,40,6530,2460,1499,764,2.16,76.08,81.56,7.85,68.3,76.8,90.5,Air Freight,UPS,35,0,25202.29,9.1,0.2,5.2,3.5,1.5,6.5,2,Yes,1,9.4,84.61,20.3,1000278.75,45,0.43,Critical,5.8,89857.92,1,2025-07-23,47.2
SC00532,SUP013,Global Supplies Inc,Taiwan,Latin America,Seattle,Consumer Goods,Finished Good,SKU3717,499860.25,33,3566,1304,1907,132,4.81,75.0,66.52,3.73,90.1,54.3,69.0,Rail,DHL,4,2,46610.98,5.3,7.7,1.7,8.4,4.5,0.8,2,Yes,10,5.3,93.71,55.5,2466685.83,90,19.46,Low,7.4,829425.4,1,2025-11-04,47.23
SC00533,SUP026,Euro Distributors,India,Asia-Pacific,Chicago,Automotive Parts,Finished Good,SKU9423,498335.23,22,3181,3300,1212,154,4.08,68.2,89.48,6.34,70.1,65.1,79.6,Road Transport,DB Schenker,16,1,29374.98,7.2,1.7,3.1,0.7,8.8,2.4,3,Yes,2,6.9,97.49,61.6,2036013.4,45,8.21,Low,0.8,59671.66,1,2025-10-13,34.94
SC00534,SUP022,Mega Manufacturing,Mexico,North America,Boston,Consumer Goods,Component,SKU3299,279938.69,6,729,361,1424,618,2.42,76.02,76.57,3.22,95.8,87.2,70.6,Multimodal,DHL,16,0,27150.02,4.4,0.4,3.2,9.4,4.2,7.7,4,Yes,12,13.0,81.65,56.3,3988038.64,45,11.8,Critical,9.2,169399.13,1,2025-03-26,43.15
SC00535,SUP018,Pacific Traders,Mexico,Asia-Pacific,Boston,Textiles,Component,SKU8310,385648.77,5,369,3727,1668,855,6.79,66.51,91.07,3.4,83.0,98.2,68.6,Sea Freight,UPS,21,8,22996.9,6.3,6.5,1.6,9.9,8.4,5.3,1,Yes,11,17.7,87.89,45.8,3829841.58,45,19.97,Critical,9.7,795832.66,1,2024-02-24,48.71
SC00536,SUP005,Mega Manufacturing,Germany,North America,New York,Chemicals,Semi-Finished,SKU3608,472659.04,51,5824,1284,1547,111,3.82,92.33,79.43,3.06,74.0,85.9,90.1,Air Freight,DHL,26,7,10859.74,3.4,7.7,2.1,0.9,5.9,9.3,2,Yes,13,3.7,85.02,37.5,713293.47,90,1.16,High,6.1,1145.95,1,2024-07-12,31.33
SC00537,SUP050,Mega Manufacturing,India,Latin America,Dallas,Raw Materials,Assembly,SKU3935,425575.46,9,5997,514,1258,819,9.43,78.94,71.85,5.75,93.3,99.6,85.4,Multimodal,COSCO,36,4,684.12,3.0,8.1,7.9,2.9,1.9,4.3,4,No,9,16.8,99.45,51.3,488169.31,30,3.96,Low,4.8,282404.33,1,2024-06-01,30.5
SC00538,SUP018,Quantum Materials,USA,Latin America,Denver,Industrial Equipment,Raw Material,SKU3395,127437.31,24,3532,448,1176,654,10.48,80.54,82.96,4.38,79.7,84.9,69.0,Road Transport,DB Schenker,19,1,12454.56,5.8,4.9,1.7,3.7,5.8,8.7,4,Yes,0,2.4,94.93,28.7,4545362.02,45,9.95,Low,7.4,584038.66,1,2024-02-25,31.75
SC00539,SUP023,Global Supplies Inc,Germany,Latin America,Dallas,Raw Materials,Component,SKU8921,228019.35,15,9572,1855,681,472,7.46,96.28,69.57,7.55,96.5,64.7,46.7,Sea Freight,FedEx,17,0,25731.3,5.0,2.1,0.3,7.8,5.1,4.5,2,No,14,4.3,97.35,60.7,2700766.53,45,5.75,Critical,3.3,595449.93,1,2024-08-23,47.76
SC00540,SUP042,Tech Components Ltd,Japan,North America,Denver,Electronics,Raw Material,SKU6878,68933.91,46,6376,4969,927,583,11.82,88.03,80.42,2.01,97.1,83.6,46.9,Rail,DHL,26,6,19308.02,5.8,7.4,6.3,6.0,4.0,9.8,1,Yes,2,0.7,77.63,49.1,4296114.64,90,8.45,High,4.9,777152.91,1,2024-07-06,36.21
SC00541,SUP033,Mega Manufacturing,India,Europe,Boston,Raw Materials,Semi-Finished,SKU1662,477255.26,6,5995,3562,679,1072,6.5,65.28,76.11,0.8,66.6,85.1,88.1,Multimodal,FedEx,22,1,22700.02,2.9,7.0,9.8,6.4,1.2,9.6,2,Yes,8,2.8,93.18,50.5,337848.05,90,24.95,Critical,9.2,505926.25,0,2024-02-06,30.06
SC00542,SUP026,Pacific Traders,Germany,Europe,Phoenix,Consumer Goods,Assembly,SKU4585,305056.44,7,7215,2520,1288,1351,7.13,98.01,96.92,3.15,60.1,68.6,71.8,Rail,Kuehne+Nagel,28,0,49042.09,3.7,2.5,3.3,7.6,4.2,3.3,4,Yes,3,18.3,77.96,39.1,2656252.3,60,20.64,Medium,9.6,509401.87,0,2025-04-26,29.27
SC00543,SUP044,Nexus Logistics,Thailand,Europe,Phoenix,Food & Beverage,Component,SKU8989,118178.19,27,6756,3081,1231,722,11.89,73.3,67.13,4.93,99.4,50.9,68.9,Rail,UPS,1,1,17838.48,0.8,9.0,1.2,1.2,0.7,8.9,0,Yes,14,9.2,76.26,63.9,2720161.25,60,22.1,High,9.3,725310.58,1,2024-09-23,28.99
SC00544,SUP035,Euro Distributors,Germany,Asia-Pacific,Boston,Automotive Parts,Component,SKU4796,337491.84,59,675,1428,1524,406,4.32,68.77,89.29,6.89,96.2,85.2,80.8,Sea Freight,UPS,44,6,22883.06,0.5,1.0,5.7,8.3,1.0,8.5,2,No,2,1.6,98.33,18.9,4310475.06,30,23.43,Medium,2.6,498624.46,1,2024-06-16,42.13
SC00545,SUP022,Express Logistics,USA,Asia-Pacific,Phoenix,Raw Materials,Assembly,SKU2029,310973.48,16,7129,3967,542,556,11.43,91.88,71.4,2.77,62.2,51.1,91.5,Sea Freight,COSCO,36,6,7109.02,2.5,9.8,9.1,7.1,4.2,2.1,4,Yes,7,19.2,70.58,28.1,533169.49,30,8.52,High,2.3,608491.09,0,2025-12-23,30.49
SC00546,SUP002,Quantum Materials,Germany,North America,Los Angeles,Chemicals,Assembly,SKU5331,182290.55,24,6199,922,1654,259,2.43,82.52,76.17,5.23,93.3,81.6,77.7,Rail,UPS,43,9,2873.91,0.7,8.6,7.8,5.8,3.1,6.2,2,Yes,0,17.6,98.96,56.2,1240205.54,30,7.43,Low,3.0,897774.07,1,2025-04-23,26.31
SC00547,SUP008,Pacific Traders,South Korea,Asia-Pacific,Atlanta,Raw Materials,Raw Material,SKU7052,61211.01,9,9599,3137,1647,430,6.46,80.18,79.54,2.8,78.3,58.2,85.8,Rail,XPO Logistics,37,5,38882.77,1.0,6.9,6.2,8.9,9.3,0.7,4,Yes,4,15.1,74.48,36.0,2062364.65,30,5.85,Critical,4.4,401451.01,1,2025-03-22,29.36
SC00548,SUP017,Asia Sourcing,South Korea,North America,Phoenix,Electronics,Raw Material,SKU4834,337428.73,41,3292,2159,531,875,2.7,73.73,96.78,4.94,70.4,78.3,85.9,Sea Freight,DB Schenker,2,4,28748.82,8.1,9.4,3.2,7.0,3.8,8.4,1,No,0,18.7,94.58,64.1,4335915.3,45,20.75,High,3.1,385125.07,1,2024-04-28,46.98
SC00549,SUP012,Acme Corp,Thailand,Latin America,Denver,Food & Beverage,Assembly,SKU1701,262552.31,42,3278,2547,637,324,9.29,84.16,73.49,7.08,95.1,75.2,61.4,Road Transport,DHL,17,2,38154.89,0.4,7.2,5.4,2.0,7.6,1.7,4,No,6,4.4,78.28,25.6,4697472.41,90,16.99,Low,3.7,3548.99,1,2025-05-21,28.4
SC00550,SUP038,Euro Distributors,Thailand,North America,New York,Electronics,Component,SKU4387,387297.6,34,6152,2979,1811,1082,8.08,74.6,68.2,1.85,67.9,50.7,56.4,Air Freight,FedEx,40,2,7918.21,6.6,1.9,0.9,4.3,5.3,0.7,3,No,4,16.7,80.52,27.2,4963986.87,60,5.9,Low,6.2,613426.26,0,2024-02-11,35.86
SC00551,SUP017,Global Supplies Inc,South Korea,Asia-Pacific,New York,Automotive Parts,Finished Good,SKU9485,262480.93,13,2834,2281,373,828,9.07,96.56,76.15,3.23,97.9,68.1,88.1,Rail,COSCO,38,8,28805.52,2.7,4.4,6.8,4.9,7.0,4.0,0,No,14,13.8,76.5,64.1,4798007.76,45,9.42,Medium,7.6,29771.91,0,2025-03-28,31.08
SC00552,SUP003,Mega Manufacturing,Thailand,Latin America,Houston,Textiles,Semi-Finished,SKU6918,426829.84,38,6216,2649,758,1168,5.74,72.53,68.66,7.95,68.2,80.1,62.6,Sea Freight,DB Schenker,21,3,13055.3,8.7,0.7,7.3,0.6,2.6,5.8,4,Yes,1,17.4,87.57,34.0,79411.69,90,12.67,Medium,7.4,504148.49,1,2024-12-31,41.53
SC00553,SUP007,Express Logistics,Thailand,Latin America,Atlanta,Textiles,Semi-Finished,SKU7358,278193.89,57,3668,313,726,1337,5.69,95.95,69.5,6.95,84.5,92.4,94.2,Multimodal,DB Schenker,9,8,11789.06,4.8,3.9,9.7,9.5,9.4,8.5,2,Yes,11,15.9,80.44,37.6,286156.29,90,13.2,Low,8.1,804233.79,1,2025-12-27,54.57
SC00554,SUP039,Mega Manufacturing,Mexico,North America,Chicago,Food & Beverage,Raw Material,SKU8695,282664.3,48,9947,2613,858,1182,2.45,84.58,85.08,4.52,68.9,94.4,44.2,Multimodal,Kuehne+Nagel,13,3,1070.54,3.1,7.4,2.6,1.3,5.3,9.7,2,No,13,6.9,89.72,24.6,780653.75,45,22.22,Medium,0.3,549921.07,1,2025-07-28,34.3
SC00555,SUP028,Global Supplies Inc,Mexico,Europe,Denver,Electronics,Assembly,SKU8448,438943.53,39,9871,3083,225,743,5.5,94.0,67.13,4.13,81.8,74.2,43.5,Road Transport,FedEx,11,1,6951.87,5.2,3.9,0.2,7.0,8.3,4.4,4,Yes,0,15.5,70.47,20.6,1776867.38,45,9.51,Low,0.5,269636.17,1,2025-05-11,36.6
SC00556,SUP023,Pacific Traders,Germany,Asia-Pacific,Los Angeles,Textiles,Component,SKU1760,204724.02,56,2303,2256,1019,715,11.29,89.95,66.08,2.28,87.4,86.4,95.6,Road Transport,Kuehne+Nagel,16,3,15808.77,3.8,3.3,5.5,5.1,3.7,0.6,3,Yes,10,5.2,71.93,47.6,4158094.25,60,22.71,Low,7.9,786168.42,0,2025-04-13,37.71
SC00557,SUP047,Asia Sourcing,South Korea,Asia-Pacific,Denver,Textiles,Component,SKU1653,71337.54,26,1490,1037,804,294,5.79,89.38,90.0,4.14,67.6,65.8,78.9,Multimodal,FedEx,16,5,6285.5,5.6,6.0,7.1,0.3,1.0,7.5,4,Yes,14,6.6,72.99,9.5,4468648.17,30,11.03,Low,5.3,269717.0,0,2025-05-19,33.21
SC00558,SUP021,Acme Corp,USA,Europe,Boston,Automotive Parts,Raw Material,SKU6309,19247.42,48,1842,3489,605,588,10.31,76.35,77.66,6.79,80.8,67.1,62.8,Road Transport,COSCO,2,5,49299.99,1.1,8.7,7.9,9.2,6.7,5.7,1,No,6,2.2,82.57,63.4,974830.31,30,18.66,Medium,5.8,733031.78,1,2024-04-25,44.49
SC00559,SUP028,Quantum Materials,South Korea,Asia-Pacific,Atlanta,Chemicals,Raw Material,SKU2691,378792.94,28,2025,2634,431,256,10.42,73.19,69.39,5.48,78.8,59.7,85.3,Rail,XPO Logistics,42,4,15777.32,10.0,0.5,1.9,8.5,0.1,4.5,3,Yes,11,18.7,94.44,56.3,3117337.55,60,23.26,High,0.5,610258.46,1,2024-05-31,59.54
SC00560,SUP039,Asia Sourcing,South Korea,Europe,Boston,Consumer Goods,Finished Good,SKU9542,312053.23,21,719,3983,732,709,5.73,72.38,73.88,2.32,62.8,78.1,80.3,Sea Freight,UPS,44,0,6951.04,4.3,3.9,2.6,5.2,4.8,3.1,4,Yes,0,5.8,96.65,14.5,4590941.83,60,22.69,Low,2.6,169996.3,0,2024-05-06,29.08
SC00561,SUP033,Euro Distributors,Japan,Europe,New York,Automotive Parts,Semi-Finished,SKU5480,353519.49,14,1374,1778,1773,1349,8.32,95.0,87.47,1.61,92.7,65.7,71.9,Air Freight,FedEx,8,2,10354.57,3.5,1.6,5.1,2.3,1.9,5.0,0,No,2,10.4,77.34,50.3,2345472.09,30,1.42,Critical,6.4,905133.87,0,2024-12-23,17.97
SC00562,SUP008,Pacific Traders,Japan,Latin America,Los Angeles,Industrial Equipment,Semi-Finished,SKU5314,110417.26,34,1056,3895,704,511,2.95,93.71,74.64,2.12,73.4,54.2,45.9,Sea Freight,COSCO,43,4,29591.31,7.1,7.0,3.3,1.2,6.3,3.4,3,Yes,10,7.8,87.23,43.8,562540.68,45,5.14,Critical,8.6,200643.68,1,2024-04-05,32.82
SC00563,SUP025,Acme Corp,Thailand,Latin America,New York,Industrial Equipment,Semi-Finished,SKU9918,72503.88,50,2039,1124,1892,1328,3.04,80.42,82.31,1.36,83.0,84.3,88.7,Sea Freight,DB Schenker,42,5,3670.15,3.6,1.1,8.6,3.6,9.8,7.6,4,No,14,19.2,93.05,14.1,2316177.57,30,11.92,Medium,9.2,989587.07,1,2024-07-27,36.32
SC00564,SUP037,Prime Materials Co,China,North America,Seattle,Food & Beverage,Raw Material,SKU3848,12199.61,27,4053,697,378,1202,2.49,69.63,69.26,0.77,80.6,85.4,92.0,Road Transport,Kuehne+Nagel,13,0,43190.49,8.3,6.6,4.7,2.6,4.6,5.4,0,Yes,5,6.7,78.66,20.4,1910184.77,90,10.79,Low,5.0,7310.49,1,2024-10-17,34.82
SC00565,SUP013,Asia Sourcing,Mexico,Latin America,Houston,Automotive Parts,Finished Good,SKU7171,178540.84,36,1068,2179,331,1247,7.81,78.38,85.58,3.35,80.5,68.0,50.3,Air Freight,Maersk,17,8,48094.23,4.5,2.9,8.0,5.1,8.2,8.8,4,No,14,15.6,82.27,30.0,2909407.08,90,16.02,Low,5.5,263483.38,1,2024-07-03,41.78
SC00566,SUP017,Mega Manufacturing,Taiwan,Europe,Phoenix,Electronics,Assembly,SKU7201,297009.25,21,9608,1404,1678,570,6.26,86.68,76.06,0.91,64.3,53.8,91.0,Rail,Maersk,39,2,12714.0,7.2,2.0,5.8,9.7,5.1,5.4,1,Yes,5,17.1,85.72,50.6,2221360.49,60,23.62,High,8.3,199860.3,1,2024-06-21,42.06
SC00567,SUP003,Velocity Suppliers,USA,North America,Phoenix,Consumer Goods,Raw Material,SKU6985,199160.8,54,9335,1043,547,1341,7.48,80.9,86.94,1.38,76.9,71.3,92.7,Multimodal,DHL,24,9,22779.72,1.1,9.4,7.7,5.7,5.0,2.4,2,No,14,8.7,74.05,46.3,135862.34,30,2.81,High,5.4,13993.41,1,2025-06-04,35.73
SC00568,SUP046,Euro Distributors,Japan,Asia-Pacific,Phoenix,Industrial Equipment,Finished Good,SKU2275,221550.09,55,381,1929,739,615,7.21,92.31,93.29,4.38,78.1,72.1,73.0,Rail,FedEx,3,2,1595.66,8.5,0.2,3.3,8.9,9.3,8.5,4,Yes,6,7.6,70.78,38.8,4970288.78,30,11.3,Critical,5.2,732367.9,1,2024-10-06,53.91
SC00569,SUP028,Quantum Materials,South Korea,Europe,Denver,Food & Beverage,Raw Material,SKU9465,452558.55,21,6362,1013,971,1227,5.5,99.92,86.41,1.32,89.3,83.4,79.4,Road Transport,FedEx,30,1,32215.16,7.4,4.4,8.3,6.5,8.9,5.6,3,Yes,10,15.0,74.58,55.6,2740524.18,90,4.81,Critical,9.1,693425.8,1,2025-07-30,38.66
SC00570,SUP001,Euro Distributors,South Korea,North America,Denver,Textiles,Assembly,SKU5121,177386.46,18,1158,226,1629,492,8.77,71.69,75.35,0.51,93.6,65.8,62.9,Multimodal,XPO Logistics,13,7,20989.34,2.1,0.2,2.7,4.8,7.9,2.1,4,Yes,13,18.3,88.81,54.8,2394472.24,30,22.35,Critical,7.9,792350.96,1,2025-11-10,29.52
SC00571,SUP034,Acme Corp,China,Latin America,Houston,Pharmaceuticals,Assembly,SKU7165,259424.8,13,4393,1828,275,730,9.59,81.09,73.95,2.54,81.8,84.1,56.9,Rail,COSCO,19,2,13867.89,1.5,4.8,5.5,8.5,3.0,6.2,4,Yes,10,15.1,72.21,44.9,4775355.99,60,24.11,Critical,9.1,256698.55,1,2025-08-22,33.78
SC00572,SUP035,Prime Materials Co,China,Europe,Dallas,Food & Beverage,Finished Good,SKU4651,392908.24,44,5278,4917,778,707,2.15,80.08,76.46,1.76,63.5,93.6,83.3,Sea Freight,Kuehne+Nagel,7,5,10738.44,3.2,5.0,2.1,4.7,5.5,3.6,4,No,0,4.5,75.69,56.9,821508.82,60,11.97,Low,2.2,444335.17,0,2024-08-05,27.82
SC00573,SUP044,Express Logistics,Mexico,North America,Atlanta,Electronics,Component,SKU9460,201288.68,6,7080,2023,1053,1079,4.07,75.66,70.76,4.12,69.5,61.9,91.7,Road Transport,DB Schenker,9,1,32874.14,9.8,3.2,4.8,8.7,2.2,8.4,4,Yes,6,17.8,80.14,24.7,986726.13,90,2.6,Critical,5.2,659113.52,1,2025-08-20,50.09
SC00574,SUP047,Asia Sourcing,Japan,Asia-Pacific,Boston,Raw Materials,Assembly,SKU7649,312932.92,49,9300,4966,1715,533,9.13,71.93,71.34,0.82,66.6,98.9,79.2,Air Freight,COSCO,19,6,21102.74,2.6,1.3,3.2,2.9,4.4,4.5,3,Yes,1,7.8,72.34,63.6,4049673.01,30,19.63,High,8.4,439768.5,0,2024-01-05,24.69
SC00575,SUP048,Tech Components Ltd,USA,Europe,Dallas,Industrial Equipment,Assembly,SKU6781,431870.04,29,1329,2452,393,1454,5.87,67.3,92.67,6.01,65.0,69.3,70.7,Sea Freight,DB Schenker,40,3,9393.13,4.6,3.8,2.7,1.3,4.8,7.3,3,No,5,11.5,75.75,44.7,1341113.85,30,17.43,Low,1.1,697325.77,0,2025-06-22,33.63
SC00576,SUP048,Express Logistics,USA,Europe,Denver,Textiles,Assembly,SKU6653,475012.71,43,9327,2085,1385,1266,8.62,96.05,78.47,7.25,74.6,63.4,49.5,Air Freight,UPS,22,8,34610.9,0.3,6.7,9.7,8.6,8.3,1.0,4,Yes,12,16.6,97.34,59.4,4006174.18,90,8.87,Medium,7.9,633973.41,1,2025-08-07,42.71
SC00577,SUP043,Euro Distributors,Thailand,North America,Phoenix,Automotive Parts,Assembly,SKU8976,77801.37,13,4685,4283,546,639,5.47,79.69,80.26,5.95,69.2,71.1,43.2,Multimodal,XPO Logistics,18,9,28471.08,4.0,7.8,1.6,5.9,9.0,4.0,2,Yes,7,3.8,70.58,39.8,1394090.74,45,22.19,High,1.8,114647.8,1,2024-07-03,37.42
SC00578,SUP013,Nexus Logistics,Thailand,North America,Chicago,Textiles,Component,SKU8898,463660.87,58,8567,1080,1150,377,5.91,82.39,85.79,4.26,68.7,54.7,66.7,Air Freight,XPO Logistics,23,8,43004.27,5.7,5.3,7.9,8.9,4.1,9.8,4,Yes,12,15.7,89.6,16.5,214278.77,45,24.4,Medium,8.1,781043.12,1,2025-03-02,54.12
SC00579,SUP024,Euro Distributors,Taiwan,Latin America,Atlanta,Consumer Goods,Semi-Finished,SKU1108,248597.57,26,2840,2320,1584,332,3.59,97.09,85.64,6.89,62.2,56.3,43.0,Sea Freight,XPO Logistics,2,6,6315.06,9.5,5.9,9.8,9.4,0.2,8.1,3,Yes,4,11.9,81.53,39.5,2609222.88,30,13.95,Critical,6.1,720676.36,1,2024-03-19,53.69
SC00580,SUP028,Global Supplies Inc,Vietnam,Latin America,Los Angeles,Pharmaceuticals,Semi-Finished,SKU9222,132830.97,47,2389,3190,1992,1213,4.58,92.17,67.36,5.56,60.7,70.7,74.2,Air Freight,UPS,11,7,39390.5,5.2,2.0,0.2,0.5,8.6,1.6,1,Yes,9,17.9,90.18,27.3,1023597.85,60,14.14,Critical,1.9,655834.39,1,2024-09-09,34.65
SC00581,SUP005,Acme Corp,South Korea,Europe,Dallas,Consumer Goods,Assembly,SKU3276,232272.2,50,1339,2630,1807,1322,8.05,69.57,94.1,0.08,64.1,88.1,63.0,Road Transport,Maersk,31,2,33839.08,8.2,2.9,7.0,5.0,1.7,2.8,4,No,2,3.4,87.66,50.5,3801339.15,45,7.44,Low,4.7,155093.61,0,2025-05-25,39.75
SC00582,SUP043,Quantum Materials,Thailand,Asia-Pacific,New York,Pharmaceuticals,Component,SKU8207,490116.12,8,5470,2563,1310,461,6.33,84.79,71.21,3.15,66.9,95.0,85.4,Road Transport,COSCO,33,4,6193.04,5.5,1.6,2.5,3.7,6.2,3.3,4,No,10,8.4,76.7,34.8,3223938.18,30,14.61,Low,6.8,267996.45,0,2025-11-24,32.67
SC00583,SUP022,Velocity Suppliers,Taiwan,Latin America,Seattle,Electronics,Raw Material,SKU3713,248845.96,30,225,3292,1485,125,9.74,80.48,90.31,6.81,77.2,83.2,58.3,Sea Freight,Maersk,14,1,34893.63,0.4,2.5,0.4,6.3,0.2,6.5,4,No,7,16.7,95.42,60.4,4621833.21,45,10.99,High,6.3,393177.03,0,2024-04-06,34.95
SC00584,SUP040,Prime Materials Co,China,Asia-Pacific,Boston,Textiles,Component,SKU4768,167732.05,33,7573,4621,413,1148,10.53,92.9,92.04,2.77,80.4,55.3,75.6,Rail,DHL,16,9,22356.59,3.2,2.2,4.0,7.9,4.0,7.6,4,Yes,7,0.4,84.76,49.1,3925792.37,90,7.55,Medium,4.3,279929.62,0,2024-12-02,36.01
SC00585,SUP021,Nexus Logistics,South Korea,North America,New York,Chemicals,Finished Good,SKU2263,318533.42,49,9500,3586,1888,606,7.42,90.35,90.02,0.28,65.6,83.6,72.3,Air Freight,FedEx,11,6,47276.75,5.8,5.2,9.4,2.8,9.9,7.5,0,Yes,3,2.2,94.68,49.6,944840.98,45,1.68,Low,9.0,227810.29,1,2024-01-27,28.67
SC00586,SUP043,Tech Components Ltd,Thailand,North America,New York,Food & Beverage,Raw Material,SKU9430,123872.08,38,5442,4431,1945,1424,9.58,89.16,85.26,5.97,77.0,81.8,40.3,Sea Freight,DHL,33,7,7509.76,9.5,5.6,0.1,5.6,1.0,5.1,4,Yes,7,19.8,82.18,16.4,4010783.27,45,6.32,Low,5.2,805357.67,1,2024-10-18,50.66
